sale_id,order_id,date_id,product_id,customer_id,store_id,quantity,unit_price,discount,total_amount,payment_method,device_type
4777,1189,20260705,49,6,69,4,845.23,0.09,3076.64,PayPal,Desktop
4778,3897,20260821,25,312,21,4,634.56,0.28,1827.53,PayPal,Desktop
4779,8,20260208,33,640,68,1,775.62,0.03,752.35,Debit Card,Mobile
4780,1699,20260119,48,90,95,4,413.52,0.29,1174.4,PayPal,Mobile
4781,1214,20260404,27,1211,3,3,872.99,0.27,1911.85,PayPal,Mobile
4782,817,20260815,33,1699,82,2,298.75,0.2,478.0,PayPal,Mobile
4783,1280,20260714,18,149,4,4,896.65,0.04,3443.14,Debit Card,Desktop
4784,1309,20261117,31,1790,29,4,517.03,0.16,1737.22,Credit Card,Mobile
4785,3733,20260809,44,561,20,1,381.69,0.26,282.45,Credit Card,Mobile
4786,3423,20260627,1,944,10,3,302.77,0.08,835.65,Credit Card,Mobile
4787,2113,20261218,24,50,22,4,490.85,0.05,1865.23,Credit Card,Mobile
4788,3443,20260627,28,889,57,1,656.76,0.22,512.27,Credit Card,Desktop
4789,2692,20261004,13,1590,16,4,372.83,0.28,1073.75,Debit Card,Mobile
4790,1462,20260511,17,1507,9,1,482.33,0.23,371.39,Credit Card,Mobile
4791,642,20260530,1,1681,24,1,766.06,0.17,635.83,PayPal,Mobile
4792,2085,20260702,38,1761,88,3,796.83,0.05,2270.97,Debit Card,Mobile
4793,2243,20260226,1,247,21,4,852.51,0.26,2523.43,Debit Card,Desktop
4794,1342,20260327,49,117,62,3,367.46,0.01,1091.36,PayPal,Mobile
4795,2459,20261231,5,475,77,1,179.08,0.22,139.68,Debit Card,Mobile
4796,3074,20260128,11,749,6,2,284.71,0.29,404.29,PayPal,Mobile
4797,623,20260907,16,1150,30,4,288.07,0.12,1014.01,PayPal,Desktop
4798,3887,20260601,44,1720,30,2,94.91,0.27,138.57,Debit Card,Desktop
4799,2425,20260701,18,317,94,4,294.05,0.18,964.48,PayPal,Desktop
4800,108,20260926,34,842,82,3,68.2,0.07,190.28,Debit Card,Mobile
4801,3398,20260528,9,1210,84,3,578.79,0.2,1389.1,Credit Card,Desktop
4802,3400,20260111,18,1920,86,3,366.06,0.02,1076.22,PayPal,Desktop
4803,3426,20261205,21,242,72,3,150.52,0.18,370.28,Credit Card,Mobile
4804,2517,20260827,4,990,33,3,513.82,0.03,1495.22,Debit Card,Desktop
4805,440,20260829,45,147,61,2,593.77,0.07,1104.41,Credit Card,Desktop
4806,821,20260509,46,525,46,3,861.4,0.0,2584.2,Debit Card,Desktop
4807,1994,20260929,49,427,62,1,426.32,0.2,341.06,Debit Card,Desktop
4808,21,20261103,29,277,29,1,409.44,0.11,364.4,Debit Card,Desktop
4809,3257,20260130,31,540,14,2,779.11,0.26,1153.08,Credit Card,Mobile
4810,1788,20261013,34,1217,27,4,150.34,0.0,601.36,PayPal,Mobile
4811,2186,20260702,44,1934,75,1,848.18,0.04,814.25,PayPal,Desktop
4812,3170,20260103,24,240,52,4,340.83,0.17,1131.56,Credit Card,Mobile
4813,1979,20260722,29,765,17,2,627.32,0.21,991.17,PayPal,Desktop
4814,3832,20260803,4,445,86,4,582.61,0.28,1677.92,PayPal,Mobile
4815,285,20260807,30,646,20,4,236.48,0.14,813.49,Debit Card,Mobile
4816,3631,20260508,18,321,79,4,371.39,0.15,1262.73,PayPal,Mobile
4817,2557,20261110,49,733,31,4,259.2,0.06,974.59,PayPal,Desktop
4818,1627,20260311,3,1069,84,2,753.47,0.26,1115.14,PayPal,Desktop
4819,3428,20260407,30,1802,31,1,221.8,0.24,168.57,Debit Card,Mobile
4820,2468,20260217,32,1712,93,3,129.88,0.19,315.61,Debit Card,Desktop
4821,2753,20260618,42,921,60,4,308.72,0.15,1049.65,Credit Card,Desktop
4822,1709,20261029,30,1094,9,1,955.13,0.01,945.58,PayPal,Desktop
4823,3524,20260706,22,1178,62,1,831.74,0.12,731.93,Debit Card,Mobile
4824,129,20261109,43,411,99,2,415.7,0.23,640.18,PayPal,Desktop
4825,3675,20260111,26,1109,94,1,375.97,0.06,353.41,PayPal,Mobile
4826,1202,20260127,8,1446,87,2,542.94,0.22,846.99,Debit Card,Desktop
4827,879,20260808,3,971,92,4,643.65,0.08,2368.63,Credit Card,Mobile
4828,1870,20261217,43,930,9,4,527.72,0.24,1604.27,PayPal,Desktop
4829,2074,20261023,30,371,30,3,608.78,0.12,1607.18,Debit Card,Mobile
4830,1081,20260607,35,1760,43,3,775.04,0.04,2232.12,Debit Card,Desktop
4831,596,20260819,25,672,62,3,936.39,0.03,2724.89,PayPal,Mobile
4832,589,20261009,50,1202,16,1,840.32,0.17,697.47,Credit Card,Desktop
4833,2085,20261015,24,1868,84,4,642.6,0.25,1927.8,Credit Card,Desktop
4834,2559,20261023,26,53,82,2,957.52,0.17,1589.48,PayPal,Desktop
4835,2295,20260221,50,686,48,3,733.09,0.1,1979.34,Credit Card,Desktop
4836,879,20260427,30,1842,54,2,108.63,0.24,165.12,Credit Card,Mobile
4837,3977,20260929,32,45,64,2,354.82,0.17,589.0,Credit Card,Desktop
4838,2909,20261115,7,555,96,3,842.88,0.08,2326.35,Debit Card,Mobile
4839,149,20260103,29,757,53,4,106.15,0.22,331.19,Credit Card,Mobile
4840,209,20260503,47,866,40,3,785.51,0.3,1649.57,Credit Card,Desktop
4841,2147,20261107,48,331,23,2,511.95,0.18,839.6,PayPal,Desktop
4842,3042,20260606,18,530,76,3,196.18,0.28,423.75,PayPal,Desktop
4843,3671,20261022,24,236,83,2,831.69,0.18,1363.97,PayPal,Desktop
4844,2585,20261220,21,565,58,2,235.16,0.12,413.88,PayPal,Desktop
4845,2295,20260918,45,1926,86,3,906.27,0.14,2338.18,PayPal,Mobile
4846,246,20261208,45,661,25,1,510.1,0.02,499.9,PayPal,Mobile
4847,3261,20260701,28,1420,64,3,665.18,0.18,1636.34,Debit Card,Mobile
4848,9,20261013,50,1301,14,1,357.62,0.21,282.52,Debit Card,Desktop
4849,3945,20260425,11,718,49,2,715.61,0.08,1316.72,Credit Card,Mobile
4850,1676,20260531,44,813,64,2,164.87,0.27,240.71,Debit Card,Desktop
4851,1794,20260317,8,319,58,1,506.28,0.3,354.4,PayPal,Desktop
4852,3922,20260222,21,19,53,2,467.12,0.06,878.19,Debit Card,Mobile
4853,2489,20261223,2,1409,38,1,485.59,0.17,403.04,Credit Card,Mobile
4854,1629,20260907,9,1911,22,1,913.02,0.12,803.46,Debit Card,Mobile
4855,3895,20260315,5,812,82,2,751.33,0.09,1367.42,Credit Card,Mobile
4856,1118,20260613,31,259,43,4,534.76,0.3,1497.33,Debit Card,Mobile
4857,3651,20260525,33,323,84,1,414.75,0.14,356.69,Credit Card,Mobile
4858,3720,20260812,7,656,91,3,639.34,0.12,1687.86,PayPal,Desktop
4859,3729,20260117,5,487,33,3,679.97,0.06,1917.52,Credit Card,Desktop
4860,3248,20260426,50,1377,8,2,138.92,0.04,266.73,PayPal,Desktop
4861,1323,20260716,19,1344,1,4,467.1,0.12,1644.19,Debit Card,Mobile
4862,3980,20261122,42,234,89,2,219.82,0.05,417.66,Debit Card,Desktop
4863,3871,20260424,33,1527,56,4,368.19,0.21,1163.48,Credit Card,Desktop
4864,3644,20261009,5,492,67,1,682.25,0.11,607.2,Credit Card,Desktop
4865,1549,20260820,50,1652,57,1,263.13,0.03,255.24,PayPal,Desktop
4866,547,20260601,27,226,41,1,389.05,0.25,291.79,Credit Card,Mobile
4867,2727,20260814,24,1020,2,1,60.58,0.22,47.25,Debit Card,Mobile
4868,1633,20261115,35,1010,35,3,948.95,0.01,2818.38,Debit Card,Mobile
4869,2760,20260306,38,1194,90,3,783.82,0.1,2116.31,PayPal,Desktop
4870,2300,20261202,26,1223,20,2,214.67,0.28,309.12,Debit Card,Mobile
4871,2655,20260610,12,686,86,4,459.34,0.01,1818.99,Debit Card,Mobile
4872,3898,20260707,38,1787,97,1,133.02,0.24,101.1,Debit Card,Desktop
4873,3595,20260208,34,513,76,1,872.7,0.06,820.34,Debit Card,Mobile
4874,3288,20260204,13,548,98,4,843.36,0.05,3204.77,Debit Card,Desktop
4875,2558,20260929,32,867,89,4,664.05,0.2,2124.96,Credit Card,Mobile
4876,366,20260412,26,568,88,2,941.02,0.13,1637.37,Debit Card,Mobile
4877,3752,20260613,28,1578,43,4,191.26,0.21,604.38,Credit Card,Mobile
4878,1072,20260314,50,921,6,1,171.13,0.2,136.9,PayPal,Mobile
4879,443,20260102,11,1194,93,1,151.85,0.16,127.55,Debit Card,Mobile
4880,3172,20261112,36,1232,85,1,580.45,0.08,534.01,Debit Card,Mobile
4881,2269,20260818,43,1566,83,1,779.65,0.28,561.35,PayPal,Mobile
4882,1997,20260311,49,1897,77,1,899.53,0.15,764.6,Credit Card,Mobile
4883,2110,20260108,35,1652,76,2,545.14,0.01,1079.38,PayPal,Mobile
4884,2081,20260618,3,1120,16,1,860.13,0.27,627.89,Debit Card,Mobile
4885,104,20260409,22,69,71,2,255.8,0.21,404.16,PayPal,Mobile
4886,1543,20261222,46,454,44,1,735.63,0.01,728.27,PayPal,Desktop
4887,3939,20261030,7,1594,31,3,610.78,0.19,1484.2,Credit Card,Mobile
4888,1713,20260730,2,1823,18,3,716.57,0.17,1784.26,PayPal,Mobile
4889,3710,20260324,28,1972,58,3,916.96,0.26,2035.65,Debit Card,Desktop
4890,2808,20260315,47,1490,45,3,530.43,0.04,1527.64,PayPal,Mobile
4891,3352,20260723,18,1274,66,2,788.46,0.02,1545.38,PayPal,Desktop
4892,2453,20261027,5,1736,23,2,906.38,0.22,1413.95,Debit Card,Mobile
4893,324,20261024,47,1728,34,4,191.2,0.07,711.26,PayPal,Desktop
4894,2030,20260709,46,1847,16,1,446.39,0.21,352.65,Debit Card,Desktop
4895,2099,20260701,41,198,28,3,516.42,0.26,1146.45,Credit Card,Desktop
4896,1242,20261022,16,1899,65,2,642.44,0.25,963.66,PayPal,Desktop
4897,1441,20260529,3,1083,50,1,666.78,0.12,586.77,Credit Card,Desktop
4898,521,20260408,15,48,61,1,804.59,0.04,772.41,Credit Card,Desktop
4899,386,20261010,12,847,13,2,921.59,0.12,1622.0,Credit Card,Desktop
4900,1626,20260705,8,1033,96,3,515.51,0.1,1391.88,Credit Card,Desktop
4901,3623,20260916,3,1062,29,4,240.07,0.07,893.06,Debit Card,Desktop
4902,577,20261121,44,1309,61,1,824.8,0.08,758.82,PayPal,Desktop
4903,2415,20261017,12,32,56,4,568.44,0.15,1932.7,PayPal,Desktop
4904,1518,20260710,43,1875,77,3,411.85,0.06,1161.42,Debit Card,Mobile
4905,984,20260823,27,1104,31,3,463.81,0.05,1321.86,Credit Card,Mobile
4906,503,20260829,35,422,79,4,373.43,0.27,1090.42,PayPal,Desktop
4907,2298,20260623,48,1596,5,3,653.04,0.14,1684.84,Credit Card,Mobile
4908,2037,20260921,6,1389,4,1,66.86,0.26,49.48,Debit Card,Mobile
4909,73,20261016,9,1534,50,4,331.39,0.26,980.91,PayPal,Desktop
4910,2732,20260517,14,569,13,3,482.09,0.23,1113.63,PayPal,Desktop
4911,3044,20261223,14,382,31,4,284.37,0.02,1114.73,PayPal,Mobile
4912,1749,20260928,30,1755,74,1,459.62,0.2,367.7,PayPal,Mobile
4913,3051,20260806,17,964,62,3,450.93,0.15,1149.87,PayPal,Mobile
4914,2712,20260127,4,605,1,1,726.81,0.03,705.01,PayPal,Mobile
4915,3466,20260918,36,356,51,3,287.81,0.22,673.48,Credit Card,Mobile
4916,1949,20261125,40,1543,45,2,568.94,0.14,978.58,PayPal,Mobile
4917,1158,20260407,10,273,42,3,873.16,0.22,2043.19,Credit Card,Mobile
4918,1475,20261112,49,1009,62,4,173.19,0.08,637.34,Debit Card,Mobile
4919,2763,20260822,22,99,22,3,483.38,0.11,1290.62,Credit Card,Desktop
4920,1155,20260406,34,633,56,1,138.57,0.28,99.77,Credit Card,Mobile
4921,2386,20261231,26,1458,99,1,409.54,0.16,344.01,PayPal,Desktop
4922,723,20261005,2,1553,96,3,840.58,0.26,1866.09,PayPal,Desktop
4923,2835,20260825,38,1581,72,4,364.66,0.21,1152.33,Credit Card,Desktop
4924,1832,20261206,49,973,8,2,527.82,0.18,865.62,Debit Card,Mobile
4925,989,20261216,9,1322,82,4,610.26,0.16,2050.47,Credit Card,Mobile
4926,1720,20260612,46,1363,91,2,344.96,0.02,676.12,PayPal,Desktop
4927,1824,20261031,42,927,68,1,952.74,0.12,838.41,PayPal,Mobile
4928,3226,20260924,28,441,92,4,993.98,0.17,3300.01,Debit Card,Mobile
4929,2944,20260426,19,1598,82,2,876.24,0.1,1577.23,Debit Card,Mobile
4930,2295,20261227,22,1533,57,3,973.74,0.03,2833.58,Credit Card,Mobile
4931,358,20261120,40,576,59,1,365.58,0.19,296.12,Credit Card,Desktop
4932,2764,20260907,13,1035,75,3,592.4,0.04,1706.11,Debit Card,Desktop
4933,2549,20260530,32,1391,60,1,777.5,0.17,645.32,PayPal,Mobile
4934,630,20261229,9,42,6,4,504.76,0.19,1635.42,PayPal,Mobile
4935,1047,20260112,12,1034,53,4,799.54,0.03,3102.22,PayPal,Desktop
4936,352,20261102,21,1001,42,1,104.82,0.05,99.58,PayPal,Desktop
4937,3092,20260225,49,88,73,1,290.69,0.17,241.27,PayPal,Desktop
4938,2748,20260816,1,1360,66,1,143.25,0.21,113.17,Credit Card,Mobile
4939,2846,20260516,31,1844,24,4,649.6,0.11,2312.58,Debit Card,Mobile
4940,3686,20261204,42,601,93,2,215.77,0.26,319.34,PayPal,Desktop
4941,2537,20260805,20,1672,67,3,382.09,0.2,917.02,Credit Card,Mobile
4942,1904,20260626,10,1522,43,3,159.22,0.04,458.55,Credit Card,Mobile
4943,843,20261201,49,1932,31,4,256.29,0.27,748.37,Debit Card,Mobile
4944,2785,20260810,31,1020,57,3,490.13,0.2,1176.31,Credit Card,Desktop
4945,1372,20260308,35,1750,62,1,418.6,0.25,313.95,Debit Card,Mobile
4946,2904,20260416,42,1209,57,2,682.34,0.0,1364.68,PayPal,Mobile
4947,308,20260512,41,1834,88,3,50.96,0.27,111.6,PayPal,Mobile
4948,350,20260919,43,1181,77,2,78.35,0.24,119.09,Credit Card,Desktop
4949,2900,20260516,27,1238,98,1,996.63,0.12,877.03,Debit Card,Desktop
4950,3755,20260831,48,185,59,3,193.98,0.25,436.45,Credit Card,Mobile
4951,1734,20260529,33,1345,32,4,779.64,0.11,2775.52,PayPal,Mobile
4952,1585,20260422,37,762,92,2,195.96,0.23,301.78,Credit Card,Desktop
4953,3644,20260616,25,1003,27,1,555.42,0.22,433.23,Debit Card,Mobile
4954,3057,20260831,4,1355,64,2,971.11,0.23,1495.51,Credit Card,Mobile
4955,3446,20261201,25,549,93,3,615.62,0.24,1403.61,Debit Card,Mobile
4956,2497,20260404,45,1309,78,3,695.87,0.03,2024.98,Credit Card,Desktop
4957,2348,20261210,26,361,57,4,935.43,0.03,3629.47,Debit Card,Desktop
4958,3554,20261224,49,79,75,1,333.21,0.07,309.89,Debit Card,Mobile
4959,3641,20261119,26,446,3,1,624.9,0.1,562.41,Credit Card,Desktop
4960,484,20260413,4,735,87,4,420.56,0.21,1328.97,Credit Card,Desktop
4961,3565,20260513,48,1977,92,4,103.66,0.15,352.44,PayPal,Mobile
4962,371,20260603,14,1518,84,1,847.31,0.15,720.21,Debit Card,Mobile
4963,2748,20261219,41,505,78,2,743.0,0.22,1159.08,Debit Card,Desktop
4964,669,20260323,49,1643,77,2,508.59,0.19,823.92,Debit Card,Desktop
4965,1371,20260814,24,611,67,4,487.77,0.21,1541.35,PayPal,Mobile
4966,2408,20260831,39,787,78,2,134.71,0.05,255.95,PayPal,Mobile
4967,3990,20260616,31,20,7,1,327.82,0.16,275.37,PayPal,Mobile
4968,3381,20261021,7,435,17,3,284.92,0.23,658.17,Debit Card,Mobile
4969,642,20260830,5,512,56,3,824.6,0.13,2152.21,PayPal,Desktop
4970,2840,20260208,9,1520,78,2,391.72,0.14,673.76,Credit Card,Desktop
4971,259,20260330,47,1210,46,4,715.37,0.19,2317.8,Debit Card,Mobile
4972,1494,20260831,22,1143,77,4,463.95,0.3,1299.06,Credit Card,Mobile
4973,532,20260423,45,1120,42,4,708.08,0.11,2520.76,PayPal,Desktop
4974,1791,20261209,13,12,86,4,74.54,0.3,208.71,Credit Card,Mobile
4975,2492,20261008,15,1634,31,4,789.34,0.21,2494.31,Debit Card,Mobile
4976,2040,20261006,7,768,93,2,861.17,0.16,1446.77,Credit Card,Desktop
4977,3864,20261103,11,841,68,3,666.47,0.09,1819.46,PayPal,Desktop
4978,1475,20260913,21,70,59,3,302.78,0.08,835.67,PayPal,Mobile
4979,3782,20260924,8,1128,46,2,283.12,0.23,436.0,PayPal,Mobile
4980,1967,20260927,21,826,95,4,569.01,0.28,1638.75,Debit Card,Desktop
4981,456,20260114,42,25,41,2,759.82,0.1,1367.68,PayPal,Mobile
4982,2278,20260225,44,1687,54,3,51.43,0.27,112.63,Debit Card,Desktop
4983,2410,20260514,14,915,69,1,290.96,0.13,253.14,PayPal,Desktop
4984,2597,20260712,19,796,98,2,234.17,0.12,412.14,Debit Card,Mobile
4985,1814,20260423,18,1524,74,4,272.27,0.25,816.81,Debit Card,Mobile
4986,3526,20260412,10,320,89,3,955.04,0.17,2378.05,Debit Card,Mobile
4987,1413,20260915,1,372,28,3,158.72,0.28,342.84,Debit Card,Desktop
4988,1004,20260416,19,642,7,3,571.94,0.19,1389.81,Debit Card,Mobile
4989,3721,20260301,41,8,33,3,620.27,0.0,1860.81,Debit Card,Mobile
4990,3724,20260802,42,1155,55,4,75.1,0.14,258.34,Credit Card,Mobile
4991,1847,20260519,16,2000,53,1,387.63,0.18,317.86,Debit Card,Mobile
4992,1299,20261020,38,236,78,3,556.0,0.22,1301.04,PayPal,Mobile
4993,2952,20260813,15,797,56,2,763.81,0.15,1298.48,Debit Card,Mobile
4994,1434,20261111,34,923,39,1,469.16,0.16,394.09,PayPal,Desktop
4995,1003,20261202,8,1638,81,3,878.49,0.14,2266.5,PayPal,Desktop
4996,2462,20260515,25,133,56,1,300.75,0.24,228.57,Credit Card,Desktop
4997,1953,20260403,31,569,31,2,372.0,0.08,684.48,Debit Card,Mobile
4998,2111,20260210,30,911,48,3,184.52,0.15,470.53,Debit Card,Mobile
4999,2306,20261114,34,961,43,2,127.31,0.16,213.88,Debit Card,Desktop
5000,3988,20261031,15,260,94,4,876.95,0.16,2946.55,Credit Card,Mobile
5001,1326,20261124,38,26,41,3,790.02,0.28,1706.44,Debit Card,Desktop
5002,2255,20260228,24,583,5,3,466.24,0.11,1244.86,Debit Card,Mobile
5003,758,20261020,19,838,17,3,262.91,0.09,717.74,PayPal,Desktop
5004,960,20260222,16,1921,8,3,981.64,0.06,2768.22,Debit Card,Desktop
5005,798,20260502,46,755,79,4,242.07,0.26,716.53,Debit Card,Desktop
5006,1622,20261027,11,1032,24,3,687.02,0.01,2040.45,PayPal,Mobile
5007,2008,20261101,36,1002,98,1,433.17,0.0,433.17,PayPal,Desktop
5008,2262,20261121,10,1594,90,3,497.15,0.2,1193.16,Debit Card,Mobile
5009,195,20260827,38,1909,61,4,859.34,0.13,2990.5,Debit Card,Mobile
5010,1013,20261025,28,1732,50,3,659.16,0.15,1680.86,Debit Card,Mobile
5011,2043,20261019,33,1660,42,1,524.54,0.17,435.37,Debit Card,Mobile
5012,1491,20260129,43,95,57,4,701.81,0.09,2554.59,PayPal,Mobile
5013,3665,20261104,47,1989,99,4,429.74,0.28,1237.65,PayPal,Mobile
5014,2508,20261218,15,1456,24,1,127.61,0.28,91.88,PayPal,Mobile
5015,649,20260727,23,594,50,1,387.91,0.13,337.48,Credit Card,Mobile
5016,3023,20260620,23,872,64,1,640.09,0.2,512.07,Credit Card,Mobile
5017,2258,20260823,50,1961,93,1,469.97,0.06,441.77,Debit Card,Mobile
5018,371,20260523,46,1801,76,1,811.47,0.09,738.44,PayPal,Desktop
5019,2052,20261210,20,15,64,4,82.58,0.15,280.77,Debit Card,Desktop
5020,1494,20260413,13,1519,51,4,706.15,0.24,2146.7,Debit Card,Desktop
5021,2537,20260314,24,69,99,3,465.51,0.07,1298.77,Debit Card,Mobile
5022,187,20260628,27,1242,54,3,127.97,0.06,360.88,Debit Card,Mobile
5023,1301,20260203,25,1122,32,2,790.51,0.16,1328.06,PayPal,Desktop
5024,3544,20260115,34,1919,43,3,836.55,0.05,2384.17,Credit Card,Desktop
5025,638,20261019,8,592,93,3,883.55,0.17,2200.04,PayPal,Mobile
5026,1964,20260608,16,6,55,1,130.25,0.14,112.02,PayPal,Mobile
5027,1524,20261017,34,442,5,1,83.57,0.29,59.33,Debit Card,Desktop
5028,3525,20261216,28,1595,98,3,925.26,0.06,2609.23,PayPal,Mobile
5029,1617,20260805,28,689,86,2,470.89,0.06,885.27,Debit Card,Mobile
5030,3826,20260724,23,1156,46,1,501.06,0.11,445.94,Debit Card,Mobile
5031,1305,20260617,48,1551,82,3,326.08,0.24,743.46,PayPal,Desktop
5032,49,20260904,19,81,23,3,905.19,0.04,2606.95,Debit Card,Mobile
5033,3302,20260114,21,1083,58,4,646.77,0.27,1888.57,Credit Card,Mobile
5034,1474,20260625,31,1289,20,2,510.21,0.09,928.58,Credit Card,Mobile
5035,3249,20260320,19,176,48,4,323.72,0.03,1256.03,Credit Card,Desktop
5036,1553,20260605,1,1072,86,2,600.86,0.04,1153.65,Credit Card,Desktop
5037,2602,20261215,24,1290,49,1,831.03,0.03,806.1,Debit Card,Mobile
5038,1129,20260429,29,1359,84,2,665.51,0.0,1331.02,Debit Card,Mobile
5039,1376,20260122,36,617,5,3,89.36,0.25,201.06,PayPal,Mobile
5040,3581,20260308,37,1276,88,3,644.88,0.01,1915.29,Credit Card,Desktop
5041,992,20260608,22,896,84,2,626.63,0.09,1140.47,Debit Card,Mobile
5042,865,20261214,36,446,52,2,264.0,0.2,422.4,Debit Card,Desktop
5043,1333,20260313,50,1045,96,2,877.29,0.09,1596.67,Credit Card,Desktop
5044,1432,20260120,5,1603,98,4,547.78,0.07,2037.74,Debit Card,Mobile
5045,3209,20260514,40,1292,91,2,308.54,0.19,499.83,Debit Card,Desktop
5046,3156,20261226,3,1495,5,1,285.4,0.18,234.03,Debit Card,Desktop
5047,2248,20260419,2,560,90,4,612.11,0.28,1762.88,PayPal,Desktop
5048,428,20260911,20,21,88,4,650.37,0.25,1951.11,PayPal,Desktop
5049,2374,20260226,33,1936,58,2,751.8,0.02,1473.53,Credit Card,Mobile
5050,2053,20260912,8,1818,51,1,833.4,0.29,591.71,Debit Card,Mobile
5051,2567,20260425,35,603,49,4,898.65,0.07,3342.98,PayPal,Mobile
5052,224,20261214,7,781,33,3,221.6,0.03,644.86,Debit Card,Desktop
5053,1799,20260729,15,229,20,4,415.8,0.05,1580.04,Debit Card,Mobile
5054,2431,20260804,33,927,51,2,152.6,0.13,265.52,Credit Card,Mobile
5055,3055,20261027,41,1197,40,1,386.92,0.15,328.88,Debit Card,Desktop
5056,2311,20260706,42,1036,79,2,85.27,0.02,167.13,Debit Card,Mobile
5057,367,20260827,49,690,100,3,908.56,0.2,2180.54,Debit Card,Mobile
5058,1568,20260806,6,543,99,3,84.98,0.08,234.54,Debit Card,Desktop
5059,3475,20260214,17,538,99,3,901.82,0.1,2434.91,Credit Card,Desktop
5060,1414,20260405,44,1351,65,2,458.63,0.09,834.71,PayPal,Mobile
5061,2442,20261103,19,1492,48,4,907.78,0.12,3195.39,Debit Card,Mobile
5062,3619,20261204,8,1711,29,2,689.51,0.17,1144.59,PayPal,Desktop
5063,1987,20261013,28,277,3,1,92.31,0.18,75.69,PayPal,Mobile
5064,2434,20261008,26,1907,42,4,817.58,0.13,2845.18,PayPal,Mobile
5065,2745,20260609,27,5,91,3,904.01,0.25,2034.02,Debit Card,Desktop
5066,1072,20261204,49,1830,35,2,692.08,0.09,1259.59,Credit Card,Mobile
5067,784,20260811,19,318,42,3,709.1,0.06,1999.66,Debit Card,Desktop
5068,3348,20260717,28,1475,20,3,132.0,0.06,372.24,Credit Card,Mobile
5069,2818,20261001,24,706,10,1,293.04,0.04,281.32,Credit Card,Desktop
5070,2575,20260520,24,1583,19,4,933.25,0.26,2762.42,Debit Card,Desktop
5071,2062,20260104,41,127,66,1,399.4,0.27,291.56,Debit Card,Mobile
5072,295,20261223,10,802,25,1,62.58,0.05,59.45,Credit Card,Desktop
5073,2533,20260117,14,1001,68,1,707.65,0.06,665.19,Credit Card,Mobile
5074,1014,20260319,16,317,53,3,436.37,0.05,1243.65,Credit Card,Desktop
5075,1194,20260817,28,1807,79,1,920.1,0.13,800.49,Debit Card,Mobile
5076,1577,20261025,35,1986,58,1,652.83,0.09,594.08,PayPal,Desktop
5077,2356,20260531,19,550,78,4,604.39,0.05,2296.68,PayPal,Mobile
5078,2610,20260207,32,322,94,4,241.19,0.15,820.05,Debit Card,Desktop
5079,3949,20260916,1,1864,88,1,297.6,0.24,226.18,Debit Card,Mobile
5080,2647,20260727,33,429,98,4,666.68,0.27,1946.71,Credit Card,Mobile
5081,2922,20260408,46,1592,27,4,121.86,0.04,467.94,Credit Card,Desktop
5082,1239,20260819,3,1875,27,1,617.03,0.1,555.33,PayPal,Mobile
5083,3259,20260407,43,1928,94,3,239.72,0.2,575.33,Credit Card,Mobile
5084,3350,20260223,1,323,32,1,428.11,0.08,393.86,Debit Card,Mobile
5085,2446,20261003,15,1026,68,4,105.41,0.04,404.77,PayPal,Desktop
5086,3174,20260410,43,1832,31,3,118.36,0.11,316.02,PayPal,Desktop
5087,1008,20261006,17,1658,12,2,913.63,0.11,1626.26,Debit Card,Mobile
5088,51,20260112,33,861,24,3,690.06,0.23,1594.04,Credit Card,Desktop
5089,3894,20260630,10,841,84,4,106.62,0.12,375.3,Credit Card,Mobile
5090,2618,20260609,39,270,19,3,869.68,0.15,2217.68,Debit Card,Mobile
5091,600,20261123,28,1970,83,1,792.73,0.3,554.91,Credit Card,Mobile
5092,267,20260622,4,1085,38,2,90.96,0.12,160.09,Credit Card,Mobile
5093,3646,20260615,38,1017,84,2,873.13,0.25,1309.69,Credit Card,Desktop
5094,264,20260311,3,1156,79,2,723.64,0.27,1056.51,Debit Card,Desktop
5095,1621,20260405,27,1911,48,4,873.9,0.13,3041.17,Credit Card,Mobile
5096,2283,20260803,44,1911,21,4,574.73,0.23,1770.17,Credit Card,Desktop
5097,803,20260122,4,1077,88,2,470.4,0.07,874.94,Debit Card,Mobile
5098,799,20260524,40,21,78,3,766.71,0.17,1909.11,Credit Card,Mobile
5099,2724,20260127,26,363,51,2,374.22,0.24,568.81,Credit Card,Desktop
5100,3833,20260104,19,1009,37,3,650.87,0.3,1366.83,PayPal,Desktop
5101,2189,20261201,34,1262,22,3,476.44,0.16,1200.63,Credit Card,Mobile
5102,3645,20260328,22,1924,23,4,488.75,0.16,1642.2,Credit Card,Mobile
5103,2782,20260330,12,1975,99,3,178.42,0.14,460.32,Debit Card,Desktop
5104,3496,20260120,44,510,71,2,156.53,0.18,256.71,PayPal,Desktop
5105,962,20260908,42,175,65,4,782.31,0.11,2785.02,PayPal,Desktop
5106,2237,20260609,4,118,61,1,392.96,0.08,361.52,PayPal,Mobile
5107,1684,20260519,39,1712,67,1,765.85,0.07,712.24,Credit Card,Desktop
